"agency_cd","site_no","Date","Daily.Mean.Discharge","Approval.Code"
"USGS","02085070","1994-04-11","  89.00","A"
"USGS","02085070","1994-04-12","  85.00","A"
"USGS","02085070","1994-04-13"," 109.00","A"
"USGS","02085070","1994-04-14"," 131.00","A"
"USGS","02085070","1994-04-15"," 106.00","A"
"USGS","02085070","1994-04-16"," 636.00","A"
"USGS","02085070","1994-04-17"," 392.00","A"
"USGS","02085070","1994-04-18"," 194.00","A"
"USGS","02085070","1994-04-19"," 137.00","A"
"USGS","02085070","1994-04-20"," 110.00","A"
"USGS","02085070","1994-04-21","  95.00","A"
"USGS","02085070","1994-04-22","  84.00","A"
"USGS","02085070","1994-04-23","  79.00","A"
"USGS","02085070","1994-04-24","  74.00","A"
"USGS","02085070","1994-04-25","  68.00","A"
"USGS","02085070","1994-04-26","  63.00","A"
"USGS","02085070","1994-04-27","  59.00","A"
"USGS","02085070","1994-04-28","  58.00","A"
"USGS","02085070","1994-04-29","  57.00","A"
"USGS","02085070","1994-04-30","  76.00","A"
"USGS","02085070","1994-05-01","  69.00","A"
"USGS","02085070","1994-05-02","  58.00","A"
"USGS","02085070","1994-05-03","  58.00","A"
"USGS","02085070","1994-05-04"," 146.00","A"
"USGS","02085070","1994-05-05"," 114.00","A"
"USGS","02085070","1994-05-06","  79.00","A"
"USGS","02085070","1994-05-07","  64.00","A"
"USGS","02085070","1994-05-08","  62.00","A"
"USGS","02085070","1994-05-09","  60.00","A"
"USGS","02085070","1994-05-10","  51.00","A"
"USGS","02085070","1994-05-11","  45.00","A"
"USGS","02085070","1994-05-12","  42.00","A"
"USGS","02085070","1994-05-13","  39.00","A"
"USGS","02085070","1994-05-14","  36.00","A"
"USGS","02085070","1994-05-15","  33.00","A"
"USGS","02085070","1994-05-16","  34.00","A"
"USGS","02085070","1994-05-17","  35.00","A"
"USGS","02085070","1994-05-18","  32.00","A"
"USGS","02085070","1994-05-19","  29.00","A"
"USGS","02085070","1994-05-20","  29.00","A"
"USGS","02085070","1994-05-21","  29.00","A"
"USGS","02085070","1994-05-22","  29.00","A"
"USGS","02085070","1994-05-23","  29.00","A"
"USGS","02085070","1994-05-24","  27.00","A"
"USGS","02085070","1994-05-25","  24.00","A"
"USGS","02085070","1994-05-26","  25.00","A"
"USGS","02085070","1994-05-27","  28.00","A"
"USGS","02085070","1994-05-28","  28.00","A"
"USGS","02085070","1994-05-29","  26.00","A"
"USGS","02085070","1994-05-30","  24.00","A"
"USGS","02085070","1994-05-31","  21.00","A"
"USGS","02085070","1994-06-01","  19.00","A"
"USGS","02085070","1994-06-02","  16.00","A"
"USGS","02085070","1994-06-03","  13.00","A"
"USGS","02085070","1994-06-04","  11.00","A"
"USGS","02085070","1994-06-05","  12.00","A"
"USGS","02085070","1994-06-06","  10.00","A"
"USGS","02085070","1994-06-07","   9.20","A"
"USGS","02085070","1994-06-08","  14.00","A"
"USGS","02085070","1994-06-09","  12.00","A"
"USGS","02085070","1994-06-10","  10.00","A"
"USGS","02085070","1994-06-11","  17.00","A"
"USGS","02085070","1994-06-12","  16.00","A"
"USGS","02085070","1994-06-13","  15.00","A"
"USGS","02085070","1994-06-14","  13.00","A"
"USGS","02085070","1994-06-15","   9.00","A"
"USGS","02085070","1994-06-16","   8.30","A"
"USGS","02085070","1994-06-17","   7.00","A"
"USGS","02085070","1994-06-18","   5.60","A"
"USGS","02085070","1994-06-19","   5.10","A"
"USGS","02085070","1994-06-20","   5.70","A"
"USGS","02085070","1994-06-21","  12.00","A"
"USGS","02085070","1994-06-22","   7.30","A"
"USGS","02085070","1994-06-23","  12.00","A"
"USGS","02085070","1994-06-24","   8.30","A"
"USGS","02085070","1994-06-25","   6.50","A"
"USGS","02085070","1994-06-26","   6.20","A"
"USGS","02085070","1994-06-27","   8.90","A"
"USGS","02085070","1994-06-28","   7.40","A"
"USGS","02085070","1994-06-29","   9.80","A"
"USGS","02085070","1994-06-30","  14.00","A"
"USGS","02085070","1994-07-01"," 106.00","A"
"USGS","02085070","1994-07-02","  21.00","A"
"USGS","02085070","1994-07-03","  23.00","A"
"USGS","02085070","1994-07-04","  15.00","A"
"USGS","02085070","1994-07-05","  18.00","A"
"USGS","02085070","1994-07-06","  19.00","A"
"USGS","02085070","1994-07-07","  11.00","A"
"USGS","02085070","1994-07-08","   7.80","A"
"USGS","02085070","1994-07-09","   5.40","A"
"USGS","02085070","1994-07-10","   5.00","A"
"USGS","02085070","1994-07-11","   4.70","A"
"USGS","02085070","1994-07-12","   4.90","A"
"USGS","02085070","1994-07-13","   4.80","A"
"USGS","02085070","1994-07-14","   4.10","A"
"USGS","02085070","1994-07-15","   3.70","A"
"USGS","02085070","1994-07-16","   3.60","A"
"USGS","02085070","1994-07-17","  12.00","A"
"USGS","02085070","1994-07-18","  10.00","A"
"USGS","02085070","1994-07-19","  12.00","A"
"USGS","02085070","1994-07-20","   9.50","A"
"USGS","02085070","1994-07-21","  20.00","A"
"USGS","02085070","1994-07-22","  30.00","A"
"USGS","02085070","1994-07-23","  20.00","A"
"USGS","02085070","1994-07-24","  12.00","A"
"USGS","02085070","1994-07-25","  19.00","A"
"USGS","02085070","1994-07-26","  18.00","A"
"USGS","02085070","1994-07-27","  34.00","A"
"USGS","02085070","1994-07-28"," 176.00","A"
"USGS","02085070","1994-07-29"," 392.00","A"
"USGS","02085070","1994-07-30"," 334.00","A"
"USGS","02085070","1994-07-31"," 113.00","A"
"USGS","02085070","1994-08-01","  60.00","A"
"USGS","02085070","1994-08-02","  60.00","A"
"USGS","02085070","1994-08-03","  45.00","A"
"USGS","02085070","1994-08-04","  28.00","A"
"USGS","02085070","1994-08-05","  27.00","A"
"USGS","02085070","1994-08-06","  32.00","A"
"USGS","02085070","1994-08-07","  27.00","A"
"USGS","02085070","1994-08-08","  16.00","A"
"USGS","02085070","1994-08-09","  11.00","A"
"USGS","02085070","1994-08-10","   8.30","A"
"USGS","02085070","1994-08-11","   7.50","A"
"USGS","02085070","1994-08-12","   7.00","A"
"USGS","02085070","1994-08-13","   6.50","A"
"USGS","02085070","1994-08-14","   8.30","A"
"USGS","02085070","1994-08-15","  15.00","A"
"USGS","02085070","1994-08-16","  20.00","A"
"USGS","02085070","1994-08-17","  25.00","A"
"USGS","02085070","1994-08-18","  40.00","A"
"USGS","02085070","1994-08-19","  32.00","A"
"USGS","02085070","1994-08-20"," 181.00","A"
"USGS","02085070","1994-08-21","  63.00","A"
"USGS","02085070","1994-08-22","  45.00","A"
"USGS","02085070","1994-08-23","  37.00","A"
"USGS","02085070","1994-08-24","  20.00","A"
"USGS","02085070","1994-08-25","  12.00","A"
"USGS","02085070","1994-08-26","   9.40","A"
"USGS","02085070","1994-08-27","   7.90","A"
"USGS","02085070","1994-08-28","   7.20","A"
"USGS","02085070","1994-08-29","   7.20","A"
"USGS","02085070","1994-08-30"," 173.00","A"
"USGS","02085070","1994-08-31","  81.00","A"
"USGS","02085070","1994-09-01","  32.00","A"
"USGS","02085070","1994-09-02","  71.00","A"
"USGS","02085070","1994-09-03","  40.00","A"
"USGS","02085070","1994-09-04","  27.00","A"
"USGS","02085070","1994-09-05","  18.00","A"
"USGS","02085070","1994-09-06","  13.00","A"
"USGS","02085070","1994-09-07","  11.00","A"
"USGS","02085070","1994-09-08","  10.00","A"
"USGS","02085070","1994-09-09","   8.80","A"
"USGS","02085070","1994-09-10","   7.80","A"
"USGS","02085070","1994-09-11","   7.40","A"
"USGS","02085070","1994-09-12","   7.10","A"
"USGS","02085070","1994-09-13","   5.90","A"
"USGS","02085070","1994-09-14","   5.80","A"
"USGS","02085070","1994-09-15","   6.30","A"
"USGS","02085070","1994-09-16","   5.40","A"
"USGS","02085070","1994-09-17","   5.60","A"
"USGS","02085070","1994-09-18","   5.80","A"
"USGS","02085070","1994-09-19","   6.00","A"
"USGS","02085070","1994-09-20","   5.90","A"
"USGS","02085070","1994-09-21","   4.90","A"
"USGS","02085070","1994-09-22","   4.90","A"
"USGS","02085070","1994-09-23","   5.10","A"
"USGS","02085070","1994-09-24","   5.60","A"
"USGS","02085070","1994-09-25","   5.70","A"
"USGS","02085070","1994-09-26","   6.70","A"
"USGS","02085070","1994-09-27","  10.00","A"
"USGS","02085070","1994-09-28","  19.00","A"
"USGS","02085070","1994-09-29","   7.50","A"
"USGS","02085070","1994-09-30","   4.70","A"
"USGS","02085070","1994-10-01","   4.20","A"
"USGS","02085070","1994-10-02","   3.70","A"
"USGS","02085070","1994-10-03","   4.40","A"
"USGS","02085070","1994-10-04","   4.20","A"
"USGS","02085070","1994-10-05","   4.10","A"
"USGS","02085070","1994-10-06","   4.10","A"
"USGS","02085070","1994-10-07","   4.30","A"
"USGS","02085070","1994-10-08","   4.10","A"
"USGS","02085070","1994-10-09","   6.20","A"
"USGS","02085070","1994-10-10","  12.00","A"
"USGS","02085070","1994-10-11","   8.20","A"
"USGS","02085070","1994-10-12","   8.10","A"
"USGS","02085070","1994-10-13","   4.60","A"
"USGS","02085070","1994-10-14"," 198.00","A"
"USGS","02085070","1994-10-15"," 100.00","A"
"USGS","02085070","1994-10-16","  29.00","A"
"USGS","02085070","1994-10-17","  12.00","A"
"USGS","02085070","1994-10-18","   7.50","A"
"USGS","02085070","1994-10-19","   5.30","A"
"USGS","02085070","1994-10-20","   5.00","A"
"USGS","02085070","1994-10-21","   5.30","A"
"USGS","02085070","1994-10-22","   4.40","A"
"USGS","02085070","1994-10-23","   5.30","A"
"USGS","02085070","1994-10-24","   4.70","A"
"USGS","02085070","1994-10-25","   4.50","A"
"USGS","02085070","1994-10-26","   3.80","A"
"USGS","02085070","1994-10-27","   4.40","A"
"USGS","02085070","1994-10-28","   5.30","A"
"USGS","02085070","1994-10-29","   5.70","A"
"USGS","02085070","1994-10-30","   8.60","A"
"USGS","02085070","1994-10-31","  14.00","A"
"USGS","02085070","1994-11-01","  31.00","A"
"USGS","02085070","1994-11-02","  49.00","A"
"USGS","02085070","1994-11-03","  21.00","A"
"USGS","02085070","1994-11-04","  10.00","A"
"USGS","02085070","1994-11-05","  10.00","A"
"USGS","02085070","1994-11-06","  11.00","A"
"USGS","02085070","1994-11-07","   6.10","A"
"USGS","02085070","1994-11-08","   5.40","A"
"USGS","02085070","1994-11-09","   5.50","A"
"USGS","02085070","1994-11-10","   6.00","A"
"USGS","02085070","1994-11-11","   6.90","A"
"USGS","02085070","1994-11-12","   7.50","A"
"USGS","02085070","1994-11-13","   7.30","A"
"USGS","02085070","1994-11-14","   7.10","A"
"USGS","02085070","1994-11-15","   7.40","A e"
"USGS","02085070","1994-11-16","   7.20","A"
"USGS","02085070","1994-11-17","   7.10","A"
"USGS","02085070","1994-11-18","   8.60","A"
"USGS","02085070","1994-11-19","   9.20","A"
"USGS","02085070","1994-11-20","   9.30","A"
"USGS","02085070","1994-11-21","  23.00","A"
"USGS","02085070","1994-11-22","  44.00","A"
"USGS","02085070","1994-11-23","  28.00","A"
"USGS","02085070","1994-11-24","  19.00","A"
"USGS","02085070","1994-11-25","  15.00","A"
"USGS","02085070","1994-11-26","  13.00","A"
"USGS","02085070","1994-11-27","  25.00","A"
"USGS","02085070","1994-11-28","  44.00","A"
"USGS","02085070","1994-11-29","  44.00","A"
"USGS","02085070","1994-11-30","  33.00","A"
"USGS","02085070","1994-12-01","  28.00","A"
"USGS","02085070","1994-12-02","  25.00","A"
"USGS","02085070","1994-12-03","  20.00","A"
"USGS","02085070","1994-12-04","  17.00","A"
"USGS","02085070","1994-12-05","  19.00","A"
"USGS","02085070","1994-12-06","  19.00","A"
"USGS","02085070","1994-12-07","  16.00","A"
"USGS","02085070","1994-12-08","  14.00","A"
"USGS","02085070","1994-12-09","  14.00","A"
"USGS","02085070","1994-12-10","  22.00","A"
"USGS","02085070","1994-12-11","  21.00","A"
"USGS","02085070","1994-12-12","  21.00","A"
"USGS","02085070","1994-12-13","  20.00","A"
"USGS","02085070","1994-12-14","  20.00","A"
"USGS","02085070","1994-12-15","  20.00","A"
"USGS","02085070","1994-12-16","  20.00","A"
"USGS","02085070","1994-12-17","  25.00","A"
"USGS","02085070","1994-12-18","  25.00","A"
"USGS","02085070","1994-12-19","  24.00","A"
"USGS","02085070","1994-12-20","  22.00","A"
"USGS","02085070","1994-12-21","  21.00","A"
"USGS","02085070","1994-12-22","  21.00","A"
"USGS","02085070","1994-12-23","  28.00","A"
"USGS","02085070","1994-12-24","  21.00","A"
"USGS","02085070","1994-12-25","  19.00","A"
"USGS","02085070","1994-12-26","  17.00","A"
"USGS","02085070","1994-12-27","  15.00","A"
"USGS","02085070","1994-12-28","  13.00","A"
"USGS","02085070","1994-12-29","  12.00","A"
"USGS","02085070","1994-12-30","  12.00","A"
"USGS","02085070","1994-12-31","  11.00","A"
"USGS","02085070","1995-01-01","  13.00","A"
"USGS","02085070","1995-01-02","  13.00","A"
"USGS","02085070","1995-01-03","  13.00","A"
"USGS","02085070","1995-01-04","  12.00","A"
"USGS","02085070","1995-01-05","   8.40","A"
"USGS","02085070","1995-01-06","  11.00","A"
"USGS","02085070","1995-01-07"," 550.00","A"
"USGS","02085070","1995-01-08"," 143.00","A"
"USGS","02085070","1995-01-09","  62.00","A"
"USGS","02085070","1995-01-10","  43.00","A"
"USGS","02085070","1995-01-11","  33.00","A"
"USGS","02085070","1995-01-12","  28.00","A"
"USGS","02085070","1995-01-13","  26.00","A"
"USGS","02085070","1995-01-14","  26.00","A"
"USGS","02085070","1995-01-15","1120.00","A"
"USGS","02085070","1995-01-16"," 507.00","A"
"USGS","02085070","1995-01-17"," 165.00","A"
"USGS","02085070","1995-01-18","  91.00","A"
"USGS","02085070","1995-01-19","  65.00","A"
"USGS","02085070","1995-01-20"," 245.00","A"
"USGS","02085070","1995-01-21"," 169.00","A"
"USGS","02085070","1995-01-22","  87.00","A"
"USGS","02085070","1995-01-23","  65.00","A"
"USGS","02085070","1995-01-24","  54.00","A"
"USGS","02085070","1995-01-25","  45.00","A"
"USGS","02085070","1995-01-26","  40.00","A"
"USGS","02085070","1995-01-27","  35.00","A"
"USGS","02085070","1995-01-28","  54.00","A"
"USGS","02085070","1995-01-29"," 148.00","A"
"USGS","02085070","1995-01-30"," 111.00","A"
"USGS","02085070","1995-01-31","  82.00","A"
"USGS","02085070","1995-02-01","  67.00","A"
"USGS","02085070","1995-02-02","  59.00","A"
"USGS","02085070","1995-02-03","  53.00","A"
"USGS","02085070","1995-02-04","  54.00","A"
"USGS","02085070","1995-02-05","  57.00","A"
"USGS","02085070","1995-02-06","  51.00","A"
"USGS","02085070","1995-02-07","  42.00","A"
"USGS","02085070","1995-02-08","  39.00","A"
"USGS","02085070","1995-02-09","  35.00","A"
"USGS","02085070","1995-02-10","  34.00","A"
"USGS","02085070","1995-02-11","  34.00","A"
"USGS","02085070","1995-02-12","  35.00","A"
"USGS","02085070","1995-02-13","  34.00","A"
"USGS","02085070","1995-02-14","  31.00","A"
"USGS","02085070","1995-02-15"," 135.00","A"
"USGS","02085070","1995-02-16"," 964.00","A"
"USGS","02085070","1995-02-17","1450.00","A"
"USGS","02085070","1995-02-18"," 855.00","A"
"USGS","02085070","1995-02-19"," 593.00","A"
"USGS","02085070","1995-02-20"," 305.00","A"
"USGS","02085070","1995-02-21"," 193.00","A"
"USGS","02085070","1995-02-22"," 131.00","A"
"USGS","02085070","1995-02-23"," 101.00","A"
"USGS","02085070","1995-02-24","  87.00","A"
"USGS","02085070","1995-02-25","  74.00","A"
"USGS","02085070","1995-02-26","  65.00","A"
"USGS","02085070","1995-02-27","  61.00","A"
"USGS","02085070","1995-02-28"," 128.00","A"
"USGS","02085070","1995-03-01"," 809.00","A"
"USGS","02085070","1995-03-02"," 533.00","A"
"USGS","02085070","1995-03-03"," 251.00","A"
"USGS","02085070","1995-03-04"," 206.00","A"
"USGS","02085070","1995-03-05"," 183.00","A"
"USGS","02085070","1995-03-06"," 163.00","A"
"USGS","02085070","1995-03-07"," 169.00","A"
"USGS","02085070","1995-03-08"," 419.00","A"
"USGS","02085070","1995-03-09","1060.00","A"
"USGS","02085070","1995-03-10"," 396.00","A"
"USGS","02085070","1995-03-11"," 228.00","A"
"USGS","02085070","1995-03-12"," 168.00","A"
"USGS","02085070","1995-03-13"," 135.00","A"
"USGS","02085070","1995-03-14"," 114.00","A"
"USGS","02085070","1995-03-15"," 100.00","A"
"USGS","02085070","1995-03-16","  90.00","A"
"USGS","02085070","1995-03-17","  83.00","A"
"USGS","02085070","1995-03-18","  76.00","A"
"USGS","02085070","1995-03-19","  72.00","A"
"USGS","02085070","1995-03-20","  71.00","A"
"USGS","02085070","1995-03-21","  89.00","A"
"USGS","02085070","1995-03-22","  92.00","A"
"USGS","02085070","1995-03-23","  75.00","A"
"USGS","02085070","1995-03-24","  65.00","A"
"USGS","02085070","1995-03-25","  59.00","A"
"USGS","02085070","1995-03-26","  55.00","A"
"USGS","02085070","1995-03-27","  52.00","A"
"USGS","02085070","1995-03-28","  51.00","A"
"USGS","02085070","1995-03-29","  49.00","A"
"USGS","02085070","1995-03-30","  47.00","A"
"USGS","02085070","1995-03-31","  46.00","A"
"USGS","02085070","1995-04-01","  44.00","A"
"USGS","02085070","1995-04-02","  42.00","A"
"USGS","02085070","1995-04-03","  41.00","A"
"USGS","02085070","1995-04-04","  41.00","A"
"USGS","02085070","1995-04-05","  41.00","A"
"USGS","02085070","1995-04-06","  38.00","A"
"USGS","02085070","1995-04-07","  35.00","A"
"USGS","02085070","1995-04-08","  35.00","A"
"USGS","02085070","1995-04-09","  34.00","A"
"USGS","02085070","1995-04-10","  33.00","A"
"USGS","02085070","1995-04-11","  32.00","A"
"USGS","02085070","1995-04-12","  38.00","A"
"USGS","02085070","1995-04-13","  81.00","A"
"USGS","02085070","1995-04-14","  71.00","A"
"USGS","02085070","1995-04-15","  48.00","A"
"USGS","02085070","1995-04-16","  38.00","A"
"USGS","02085070","1995-04-17","  33.00","A"
"USGS","02085070","1995-04-18","  33.00","A"
"USGS","02085070","1995-04-19","  32.00","A"
"USGS","02085070","1995-04-20","  30.00","A"
"USGS","02085070","1995-04-21","  27.00","A"
"USGS","02085070","1995-04-22","  25.00","A"
"USGS","02085070","1995-04-23","  23.00","A"
"USGS","02085070","1995-04-24","  23.00","A"
"USGS","02085070","1995-04-25","  24.00","A"
"USGS","02085070","1995-04-26","  24.00","A"
"USGS","02085070","1995-04-27","  23.00","A"
"USGS","02085070","1995-04-28","  21.00","A"
"USGS","02085070","1995-04-29","  19.00","A"
"USGS","02085070","1995-04-30","  18.00","A"
"USGS","02085070","1995-05-01","  17.00","A"
"USGS","02085070","1995-05-02","  28.00","A"
"USGS","02085070","1995-05-03","  39.00","A"
"USGS","02085070","1995-05-04","  33.00","A"
"USGS","02085070","1995-05-05","  25.00","A"
"USGS","02085070","1995-05-06","  21.00","A"
"USGS","02085070","1995-05-07","  17.00","A"
"USGS","02085070","1995-05-08","  16.00","A"
"USGS","02085070","1995-05-09","  14.00","A"
"USGS","02085070","1995-05-10","  18.00","A"
"USGS","02085070","1995-05-11","  21.00","A"
"USGS","02085070","1995-05-12","  51.00","A"
"USGS","02085070","1995-05-13","  35.00","A"
"USGS","02085070","1995-05-14","  24.00","A"
"USGS","02085070","1995-05-15","  20.00","A"
"USGS","02085070","1995-05-16","  18.00","A"
"USGS","02085070","1995-05-17","  16.00","A"
"USGS","02085070","1995-05-18","  12.00","A"
"USGS","02085070","1995-05-19","  18.00","A"
"USGS","02085070","1995-05-20","  21.00","A"
"USGS","02085070","1995-05-21","  19.00","A"
"USGS","02085070","1995-05-22","  14.00","A"
"USGS","02085070","1995-05-23","  11.00","A"
"USGS","02085070","1995-05-24","   9.10","A"
"USGS","02085070","1995-05-25","   7.30","A"
"USGS","02085070","1995-05-26","   6.30","A"
"USGS","02085070","1995-05-27","  33.00","A"
"USGS","02085070","1995-05-28"," 261.00","A"
"USGS","02085070","1995-05-29"," 219.00","A"
"USGS","02085070","1995-05-30","  66.00","A"
"USGS","02085070","1995-05-31","  37.00","A"
"USGS","02085070","1995-06-01","  25.00","A"
"USGS","02085070","1995-06-02","  27.00","A"
"USGS","02085070","1995-06-03"," 958.00","A"
"USGS","02085070","1995-06-04"," 298.00","A"
"USGS","02085070","1995-06-05"," 104.00","A"
"USGS","02085070","1995-06-06"," 132.00","A"
"USGS","02085070","1995-06-07"," 227.00","A"
"USGS","02085070","1995-06-08","  95.00","A"
"USGS","02085070","1995-06-09","  83.00","A"
"USGS","02085070","1995-06-10","  70.00","A"
"USGS","02085070","1995-06-11"," 284.00","A"
"USGS","02085070","1995-06-12"," 111.00","A"
"USGS","02085070","1995-06-13","  64.00","A"
"USGS","02085070","1995-06-14","  47.00","A"
"USGS","02085070","1995-06-15","  32.00","A"
"USGS","02085070","1995-06-16","  25.00","A"
"USGS","02085070","1995-06-17","  20.00","A"
"USGS","02085070","1995-06-18","  15.00","A"
"USGS","02085070","1995-06-19","  15.00","A"
"USGS","02085070","1995-06-20","  23.00","A"
"USGS","02085070","1995-06-21","  29.00","A"
"USGS","02085070","1995-06-22","  65.00","A"
"USGS","02085070","1995-06-23"," 702.00","A"
"USGS","02085070","1995-06-24"," 305.00","A"
"USGS","02085070","1995-06-25"," 262.00","A"
"USGS","02085070","1995-06-26"," 126.00","A"
"USGS","02085070","1995-06-27","  82.00","A"
"USGS","02085070","1995-06-28","  61.00","A"
"USGS","02085070","1995-06-29","4660.00","A"
"USGS","02085070","1995-06-30","1100.00","A"
"USGS","02085070","1995-07-01"," 474.00","A"
"USGS","02085070","1995-07-02"," 435.00","A"
"USGS","02085070","1995-07-03"," 205.00","A"
"USGS","02085070","1995-07-04"," 152.00","A"
"USGS","02085070","1995-07-05"," 137.00","A"
"USGS","02085070","1995-07-06"," 105.00","A"
"USGS","02085070","1995-07-07"," 471.00","A"
"USGS","02085070","1995-07-08"," 413.00","A"
"USGS","02085070","1995-07-09"," 140.00","A"
"USGS","02085070","1995-07-10","  83.00","A"
"USGS","02085070","1995-07-11","  63.00","A"
"USGS","02085070","1995-07-12","  53.00","A"
"USGS","02085070","1995-07-13","  45.00","A"
"USGS","02085070","1995-07-14","  39.00","A"
"USGS","02085070","1995-07-15","  33.00","A"
"USGS","02085070","1995-07-16","  29.00","A"
"USGS","02085070","1995-07-17","  76.00","A"
"USGS","02085070","1995-07-18","  42.00","A"
"USGS","02085070","1995-07-19","  31.00","A"
"USGS","02085070","1995-07-20","  25.00","A"
"USGS","02085070","1995-07-21","  22.00","A"
"USGS","02085070","1995-07-22","  40.00","A"
"USGS","02085070","1995-07-23","  43.00","A"
"USGS","02085070","1995-07-24"," 315.00","A"
"USGS","02085070","1995-07-25"," 294.00","A"
"USGS","02085070","1995-07-26","  98.00","A"
"USGS","02085070","1995-07-27","  53.00","A"
"USGS","02085070","1995-07-28","  37.00","A"
"USGS","02085070","1995-07-29","  29.00","A"
"USGS","02085070","1995-07-30","  32.00","A"
"USGS","02085070","1995-07-31","  31.00","A"
"USGS","02085070","1995-08-01","  34.00","A"
"USGS","02085070","1995-08-02","  24.00","A"
"USGS","02085070","1995-08-03","  19.00","A"
"USGS","02085070","1995-08-04","  14.00","A"
"USGS","02085070","1995-08-05","  12.00","A"
"USGS","02085070","1995-08-06","   9.60","A"
"USGS","02085070","1995-08-07","   8.20","A"
"USGS","02085070","1995-08-08","   8.20","A"
"USGS","02085070","1995-08-09","   8.50","A"
"USGS","02085070","1995-08-10","   8.50","A"
"USGS","02085070","1995-08-11","   7.00","A"
"USGS","02085070","1995-08-12","   6.70","A"
"USGS","02085070","1995-08-13","   6.50","A"
"USGS","02085070","1995-08-14","   5.90","A"
"USGS","02085070","1995-08-15","   5.00","A"
"USGS","02085070","1995-08-16","   4.70","A"
"USGS","02085070","1995-08-17","   4.40","A"
"USGS","02085070","1995-08-18","   4.10","A"
"USGS","02085070","1995-08-19","   4.00","A"
"USGS","02085070","1995-08-20","   4.10","A"
"USGS","02085070","1995-08-21","   3.40","A"
"USGS","02085070","1995-08-22","   3.00","A"
"USGS","02085070","1995-08-23","   2.80","A"
"USGS","02085070","1995-08-24","   2.90","A"
"USGS","02085070","1995-08-25","   3.10","A"
"USGS","02085070","1995-08-26","   6.30","A"
"USGS","02085070","1995-08-27","  46.00","A"
"USGS","02085070","1995-08-28"," 605.00","A"
"USGS","02085070","1995-08-29"," 180.00","A"
"USGS","02085070","1995-08-30","  68.00","A"
"USGS","02085070","1995-08-31","  35.00","A"
"USGS","02085070","1995-09-01","  24.00","A"
"USGS","02085070","1995-09-02","  26.00","A"
"USGS","02085070","1995-09-03","  53.00","A"
"USGS","02085070","1995-09-04","  26.00","A"
"USGS","02085070","1995-09-05","  16.00","A"
"USGS","02085070","1995-09-06","  11.00","A"
"USGS","02085070","1995-09-07","   9.50","A"
"USGS","02085070","1995-09-08","   8.80","A"
"USGS","02085070","1995-09-09","   9.40","A"
"USGS","02085070","1995-09-10","   7.30","A"
"USGS","02085070","1995-09-11","   7.50","A"
"USGS","02085070","1995-09-12","   6.60","A"
"USGS","02085070","1995-09-13","   6.50","A"
"USGS","02085070","1995-09-14","   6.50","A"
"USGS","02085070","1995-09-15","   6.30","A"
"USGS","02085070","1995-09-16","   6.30","A"
"USGS","02085070","1995-09-17","   6.40","A"
"USGS","02085070","1995-09-18","   6.50","A"
"USGS","02085070","1995-09-19","   6.10","A"
"USGS","02085070","1995-09-20","   6.90","A"
"USGS","02085070","1995-09-21","   6.00","A"
"USGS","02085070","1995-09-22","   6.10","A"
"USGS","02085070","1995-09-23","   7.70","A"
"USGS","02085070","1995-09-24","   9.50","A"
"USGS","02085070","1995-09-25","   9.80","A"
"USGS","02085070","1995-09-26","   9.00","A"
"USGS","02085070","1995-09-27","   9.30","A"
"USGS","02085070","1995-09-28","  10.00","A"
"USGS","02085070","1995-09-29","  10.00","A"
"USGS","02085070","1995-09-30","   8.40","A"
"USGS","02085070","1995-10-01","   6.80","A"
"USGS","02085070","1995-10-02","   6.50","A"
"USGS","02085070","1995-10-03","   6.30","A"
"USGS","02085070","1995-10-04","  82.00","A"
"USGS","02085070","1995-10-05"," 328.00","A"
"USGS","02085070","1995-10-06"," 380.00","A"
"USGS","02085070","1995-10-07"," 110.00","A"
"USGS","02085070","1995-10-08","  60.00","A"
"USGS","02085070","1995-10-09","  42.00","A"
"USGS","02085070","1995-10-10","  34.00","A"
"USGS","02085070","1995-10-11","  30.00","A"
"USGS","02085070","1995-10-12","  21.00","A"
"USGS","02085070","1995-10-13","  21.00","A"
"USGS","02085070","1995-10-14","  41.00","A e"
"USGS","02085070","1995-10-15"," 160.00","A e"
"USGS","02085070","1995-10-16","  60.00","A e"
"USGS","02085070","1995-10-17","  48.00","A e"
"USGS","02085070","1995-10-18","  38.00","A e"
"USGS","02085070","1995-10-19","  34.00","A"
"USGS","02085070","1995-10-20","  65.00","A"
"USGS","02085070","1995-10-21","2730.00","A"
"USGS","02085070","1995-10-22"," 543.00","A"
"USGS","02085070","1995-10-23"," 260.00","A"
"USGS","02085070","1995-10-24"," 155.00","A"
"USGS","02085070","1995-10-25","  80.00","A"
"USGS","02085070","1995-10-26","  59.00","A"
"USGS","02085070","1995-10-27","  57.00","A"
"USGS","02085070","1995-10-28"," 798.00","A"
"USGS","02085070","1995-10-29"," 305.00","A"
"USGS","02085070","1995-10-30"," 118.00","A"
"USGS","02085070","1995-10-31","  81.00","A"
"USGS","02085070","1995-11-01","  71.00","A"
"USGS","02085070","1995-11-02","  80.00","A"
"USGS","02085070","1995-11-03"," 132.00","A"
"USGS","02085070","1995-11-04"," 138.00","A"
"USGS","02085070","1995-11-05"," 111.00","A"
"USGS","02085070","1995-11-06","  79.00","A"
"USGS","02085070","1995-11-07"," 531.00","A"
"USGS","02085070","1995-11-08","1030.00","A"
